inspection_id,company,farm_id,farm_name,district,zone,tree_code,variety,planting_date,status,disease,severity,confidence,temperature,humidity,rainfall_mm,wind_speed,latitude,longitude,inspection_date
INSP01446,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0420,Monthong,2016-02-19,Healthy,Healthy,None,85.78,25.7,96,35.4,5.5,13.156518,108.576479,2026-06-30T00:00:00
INSP01447,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone B,TREE-0575,Dona,2024-04-08,Healthy,Healthy,None,87.38,32.1,86,39.4,14.2,12.743971,108.319899,2026-05-30T00:00:00
INSP01448,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0074,Ri6,2016-06-29,Healthy,Healthy,None,91.62,31.5,93,79.2,13.3,12.94184,107.873979,2026-06-01T00:00:00
INSP01449,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0930,Dona,2020-09-17,Healthy,Healthy,None,97.88,28.0,76,90.1,10.6,13.141133,108.062692,2026-05-16T00:00:00
INSP01450,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0509,Monthong,2016-03-21,Monitoring,Fruit Rot,Low,90.41,27.1,88,12.6,3.6,12.652346,107.829685,2026-03-10T00:00:00
INSP01451,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0592,Ri6,2025-04-11,Monitoring,Anthracnose,Medium,96.6,23.0,76,69.2,17.8,12.515865,108.594927,2026-03-29T00:00:00
INSP01452,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone E,TREE-0049,Ri6,2017-09-29,Healthy,Healthy,None,82.94,33.2,82,70.2,4.4,13.052523,107.88943,2026-01-27T00:00:00
INSP01453,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0788,Dona,2025-04-26,Diseased,Anthracnose,Medium,83.88,30.8,56,89.5,2.4,12.902971,108.587265,2026-05-18T00:00:00
INSP01454,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0486,Ri6,2014-03-27,Monitoring,Stem Cracking Gummosis,High,97.24,26.5,70,86.8,0.8,12.54135,108.331119,2026-03-05T00:00:00
INSP01455,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0336,Ri6,2016-04-07,Monitoring,Anthracnose,Low,85.96,31.3,68,48.1,18.1,13.152866,108.595075,2026-05-09T00:00:00
INSP01456,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0144,Dona,2025-02-16,Healthy,Healthy,None,81.57,31.0,87,86.5,8.0,12.671742,108.15323,2026-02-22T00:00:00
INSP01457,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0558,Ri6,2015-05-10,Healthy,Healthy,None,97.39,31.8,82,10.8,12.7,12.704329,108.465659,2026-06-30T00:00:00
INSP01458,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0500,Monthong,2021-07-01,Monitoring,Mealybug,Medium,86.9,33.4,61,45.6,4.9,13.169563,108.413444,2026-04-09T00:00:00
INSP01459,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0468,Ri6,2025-05-25,Healthy,Healthy,None,83.15,29.7,96,45.4,0.1,13.139879,108.094985,2026-03-03T00:00:00
INSP01460,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0837,Monthong,2015-11-05,Diseased,Fruit Rot,Medium,81.52,33.6,94,119.9,9.2,13.164153,108.434606,2026-04-07T00:00:00
INSP01461,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0849,Ri6,2021-07-05,Diseased,Pink Disease,Medium,99.17,22.5,90,65.6,2.7,13.18609,107.808273,2026-05-18T00:00:00
INSP01462,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0957,Dona,2024-11-30,Healthy,Healthy,None,97.36,25.4,71,81.2,9.1,12.870208,108.379012,2026-04-18T00:00:00
INSP01463,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone E,TREE-0817,Ri6,2021-02-09,Diseased,Stem Blight,Medium,88.0,31.0,93,75.2,13.8,12.502516,107.9737,2026-02-24T00:00:00
INSP01464,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0893,Ri6,2020-03-29,Healthy,Healthy,None,99.12,23.5,70,99.7,15.3,12.876346,108.692757,2026-06-07T00:00:00
INSP01465,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0022,Monthong,2025-01-04,Healthy,Healthy,None,88.45,29.2,90,118.2,15.8,13.030291,108.639144,2026-02-01T00:00:00
INSP01466,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone B,TREE-0605,Monthong,2014-10-15,Healthy,Healthy,None,90.4,22.8,86,24.7,9.4,12.95633,108.159144,2026-02-21T00:00:00
INSP01467,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0780,Monthong,2018-12-28,Healthy,Healthy,None,80.28,25.3,69,86.1,12.1,12.935882,107.912717,2026-03-01T00:00:00
INSP01468,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0191,Monthong,2018-05-01,Diseased,Mealybug,Medium,82.65,25.4,65,116.4,18.5,12.547474,108.647382,2026-05-12T00:00:00
INSP01469,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0462,Monthong,2015-11-28,Healthy,Healthy,None,80.15,31.9,59,2.4,14.1,12.846324,108.391565,2026-06-06T00:00:00
INSP01470,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone C,TREE-0381,Dona,2016-03-27,Healthy,Healthy,None,84.78,29.2,59,7.1,9.7,12.931288,107.898791,2026-05-25T00:00:00
INSP01471,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0029,Monthong,2017-03-27,Healthy,Healthy,None,94.63,28.2,79,118.0,17.3,12.902035,108.004686,2026-03-12T00:00:00
INSP01472,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0190,Ri6,2022-05-16,Diseased,Yellow Leaf,Medium,96.56,31.0,68,20.7,2.0,12.873499,108.421857,2026-01-21T00:00:00
INSP01473,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone D,TREE-0102,Monthong,2018-04-26,Healthy,Healthy,None,84.28,28.2,64,65.5,9.0,12.956958,107.856091,2026-03-20T00:00:00
INSP01474,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0401,Dona,2014-10-15,Healthy,Healthy,None,88.24,23.8,91,43.2,8.2,12.880591,107.831177,2026-01-09T00:00:00
INSP01475,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0062,Ri6,2024-06-05,Healthy,Healthy,None,84.84,26.3,91,115.9,0.5,12.822976,108.415336,2026-05-02T00:00:00
INSP01476,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone B,TREE-0165,Ri6,2018-04-02,Healthy,Healthy,None,84.06,32.6,91,5.0,10.2,13.11922,108.455086,2026-01-09T00:00:00
INSP01477,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone C,TREE-0324,Dona,2017-03-13,Healthy,Healthy,None,94.13,25.6,81,95.1,20.0,12.577672,107.967184,2026-02-17T00:00:00
INSP01478,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone C,TREE-0251,Ri6,2024-08-18,Healthy,Healthy,None,99.57,23.9,69,91.1,5.9,13.050563,108.702391,2026-01-02T00:00:00
INSP01479,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0016,Ri6,2022-02-01,Healthy,Healthy,None,83.6,33.8,72,90.6,2.8,13.012798,108.736519,2026-02-06T00:00:00
INSP01480,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone D,TREE-0905,Ri6,2020-02-03,Diseased,Anthracnose,High,80.45,30.8,81,77.0,7.1,12.566061,108.722949,2026-03-20T00:00:00
INSP01481,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0838,Ri6,2023-03-05,Healthy,Healthy,None,91.09,34.6,63,32.4,6.9,12.984429,108.384346,2026-01-21T00:00:00
INSP01482,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0109,Monthong,2016-07-06,Healthy,Healthy,None,82.2,34.4,89,69.8,16.8,12.619511,108.229867,2026-04-08T00:00:00
INSP01483,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0491,Monthong,2020-05-28,Diseased,Fruit Rot,High,93.42,23.6,84,45.5,1.2,12.50677,108.325519,2026-06-05T00:00:00
INSP01484,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone B,TREE-0449,Dona,2024-03-26,Healthy,Healthy,None,91.09,23.2,91,13.1,0.7,12.704103,108.646371,2026-03-08T00:00:00
INSP01485,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0414,Monthong,2015-12-04,Healthy,Healthy,None,94.45,28.9,67,47.2,19.2,12.937729,108.633606,2026-04-22T00:00:00
INSP01486,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0448,Ri6,2019-03-03,Healthy,Healthy,None,98.8,22.5,65,14.1,11.5,12.869449,108.118561,2026-03-13T00:00:00
INSP01487,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0068,Dona,2018-03-16,Monitoring,Anthracnose,Low,94.8,28.4,64,103.9,7.2,12.730197,108.678649,2026-02-07T00:00:00
INSP01488,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone E,TREE-0532,Ri6,2014-01-17,Healthy,Healthy,None,95.79,31.7,80,54.4,11.9,12.928531,107.803359,2026-01-16T00:00:00
INSP01489,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0818,Ri6,2016-01-08,Healthy,Healthy,None,91.53,33.1,60,46.1,15.1,12.939443,108.6204,2026-02-01T00:00:00
INSP01490,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0046,Ri6,2025-02-02,Diseased,Stem Blight,High,95.82,26.4,89,118.7,19.0,13.159962,108.666601,2026-02-21T00:00:00
INSP01491,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0042,Ri6,2023-07-16,Diseased,Yellow Leaf,High,96.24,34.6,87,33.3,4.4,12.804193,108.690319,2026-05-03T00:00:00
INSP01492,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0095,Monthong,2023-12-30,Monitoring,Stem Blight,High,92.85,31.0,76,60.1,15.2,13.173997,108.109046,2026-01-22T00:00:00
INSP01493,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone A,TREE-0071,Ri6,2018-03-30,Healthy,Healthy,None,86.45,25.1,81,49.3,8.9,12.762543,108.374754,2026-06-12T00:00:00
INSP01494,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0884,Ri6,2019-08-14,Healthy,Healthy,None,88.79,31.3,61,7.0,2.8,13.116864,108.521018,2026-03-14T00:00:00
INSP01495,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0669,Ri6,2016-01-21,Healthy,Healthy,None,88.89,34.0,73,116.2,3.0,13.123478,107.940738,2026-06-26T00:00:00
INSP01496,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0706,Ri6,2021-10-10,Diseased,Sooty Mold,Low,89.3,32.3,77,76.5,3.9,12.718101,108.751035,2026-05-09T00:00:00
INSP01497,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0090,Ri6,2021-09-22,Healthy,Healthy,None,81.88,32.0,63,66.2,6.6,12.884266,108.486619,2026-04-27T00:00:00
INSP01498,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0019,Ri6,2017-12-18,Diseased,Yellow Leaf,Medium,82.28,22.4,84,72.2,4.4,12.685152,108.208399,2026-06-11T00:00:00
INSP01499,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0147,Monthong,2015-11-30,Healthy,Healthy,None,80.59,31.4,66,24.1,18.1,12.897459,108.790205,2026-02-02T00:00:00
INSP01500,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone A,TREE-0671,Dona,2015-07-17,Healthy,Healthy,None,98.84,31.3,55,59.7,8.6,13.026001,108.024388,2026-03-31T00:00:00
INSP01501,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone B,TREE-0916,Ri6,2020-12-31,Diseased,Anthracnose,Medium,88.34,24.8,95,36.0,16.5,12.517607,108.422039,2026-04-08T00:00:00
INSP01502,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone B,TREE-0988,Monthong,2019-04-23,Healthy,Healthy,None,89.79,23.9,70,42.0,19.2,12.558152,108.799173,2026-01-02T00:00:00
INSP01503,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0846,Monthong,2017-10-17,Monitoring,Stem Cracking Gummosis,Low,87.85,34.8,87,47.0,8.4,13.066468,108.734947,2026-02-11T00:00:00
INSP01504,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone A,TREE-0980,Dona,2017-06-04,Healthy,Healthy,None,97.5,33.5,81,102.3,8.8,13.099381,108.069562,2026-02-03T00:00:00
INSP01505,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone A,TREE-0679,Ri6,2020-07-31,Healthy,Healthy,None,81.2,24.7,55,4.4,19.5,12.576197,108.31026,2026-05-02T00:00:00
INSP01506,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0321,Dona,2024-11-03,Monitoring,Yellow Leaf,Low,86.12,26.0,81,105.4,15.1,12.883379,108.747474,2026-03-19T00:00:00
INSP01507,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0620,Monthong,2015-12-13,Diseased,Fruit Rot,Medium,83.26,25.3,66,2.1,8.0,12.983669,108.60103,2026-03-28T00:00:00
INSP01508,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0505,Monthong,2016-10-10,Healthy,Healthy,None,90.88,23.0,64,55.6,0.1,12.968083,108.033502,2026-01-26T00:00:00
INSP01509,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0513,Dona,2021-07-26,Healthy,Healthy,None,90.0,24.3,59,63.4,5.5,13.06096,108.33684,2026-06-23T00:00:00
INSP01510,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0868,Ri6,2023-02-02,Monitoring,Pink Disease,Low,99.76,24.4,65,97.8,7.4,12.637251,108.549752,2026-03-08T00:00:00
INSP01511,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0053,Ri6,2018-03-08,Monitoring,Pink Disease,High,98.93,27.5,70,59.6,2.0,13.010987,108.672295,2026-03-05T00:00:00
INSP01512,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone A,TREE-0716,Ri6,2015-03-10,Healthy,Healthy,None,91.83,29.2,92,74.7,18.2,12.534649,107.889465,2026-01-15T00:00:00
INSP01513,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0833,Ri6,2014-09-23,Healthy,Healthy,None,82.13,31.0,61,70.8,9.3,12.956562,108.214941,2026-01-04T00:00:00
INSP01514,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone E,TREE-0770,Dona,2022-09-14,Diseased,Canker,High,90.1,23.3,96,34.2,19.6,12.826662,108.323883,2026-02-09T00:00:00
INSP01515,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone B,TREE-0982,Ri6,2014-03-19,Healthy,Healthy,None,84.45,28.9,62,2.7,18.5,12.890678,108.475996,2026-06-10T00:00:00
INSP01516,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone D,TREE-0614,Monthong,2025-09-21,Healthy,Healthy,None,94.23,28.1,81,12.7,0.5,12.983182,107.911068,2026-01-01T00:00:00
INSP01517,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone B,TREE-0694,Monthong,2024-07-17,Healthy,Healthy,None,95.09,30.2,79,30.2,9.8,12.58443,107.997965,2026-02-09T00:00:00
INSP01518,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0574,Dona,2019-02-01,Healthy,Healthy,None,97.9,22.1,73,65.6,13.5,13.001423,108.166336,2026-01-11T00:00:00
INSP01519,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone B,TREE-0667,Ri6,2024-06-10,Healthy,Healthy,None,97.28,24.5,63,25.6,7.9,12.630356,108.770278,2026-05-09T00:00:00
INSP01520,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0617,Monthong,2022-10-06,Healthy,Healthy,None,87.61,26.6,84,31.1,13.3,12.513946,108.600847,2026-05-30T00:00:00
INSP01521,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0252,Monthong,2015-06-28,Healthy,Healthy,None,99.55,34.1,64,10.7,1.1,12.580808,108.206572,2026-04-22T00:00:00
INSP01522,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0951,Ri6,2017-04-04,Healthy,Healthy,None,83.93,22.6,96,62.7,5.2,13.047239,108.082069,2026-04-10T00:00:00
INSP01523,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone B,TREE-0592,Ri6,2016-07-10,Healthy,Healthy,None,90.78,25.8,59,26.4,0.2,13.139012,108.53859,2026-06-08T00:00:00
INSP01524,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone B,TREE-0048,Ri6,2015-09-04,Healthy,Healthy,None,87.33,22.9,85,86.4,15.3,13.000015,108.789162,2026-01-04T00:00:00
INSP01525,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone E,TREE-0884,Ri6,2023-01-25,Healthy,Healthy,None,86.17,23.2,55,39.1,16.4,13.116325,108.076137,2026-03-04T00:00:00
INSP01526,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone D,TREE-0518,Dona,2023-06-08,Monitoring,Canker,High,95.67,33.1,62,38.4,4.9,12.735872,108.54446,2026-03-08T00:00:00
INSP01527,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0338,Dona,2017-01-25,Diseased,Canker,Low,84.66,26.8,91,59.7,2.0,12.753596,107.954764,2026-05-20T00:00:00
INSP01528,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone D,TREE-0020,Ri6,2024-05-11,Healthy,Healthy,None,95.66,27.7,78,92.6,8.5,12.823803,107.941346,2026-02-11T00:00:00
INSP01529,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0209,Ri6,2015-06-14,Healthy,Healthy,None,89.95,23.6,79,96.7,15.1,12.836479,108.794908,2026-04-24T00:00:00
INSP01530,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone A,TREE-0499,Ri6,2024-10-16,Monitoring,Anthracnose,Low,90.55,32.1,83,35.6,1.5,12.7112,108.646676,2026-06-20T00:00:00
INSP01531,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0177,Ri6,2018-01-23,Healthy,Healthy,None,95.33,27.1,88,48.3,3.0,12.815608,108.355001,2026-04-09T00:00:00
INSP01532,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone C,TREE-0140,Ri6,2015-01-10,Healthy,Healthy,None,92.99,26.9,68,17.3,18.9,13.101767,108.506407,2026-04-25T00:00:00
INSP01533,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0428,Monthong,2018-09-02,Diseased,Stem Cracking Gummosis,Medium,92.01,24.8,88,51.7,10.1,12.832628,107.852118,2026-05-21T00:00:00
INSP01534,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0696,Ri6,2019-11-27,Diseased,Stem Blight,Low,93.81,32.1,70,31.2,6.9,12.51778,108.324826,2026-05-13T00:00:00
INSP01535,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone D,TREE-0761,Ri6,2017-04-01,Healthy,Healthy,None,98.01,29.8,83,51.5,5.1,12.506184,107.991852,2026-05-02T00:00:00
INSP01536,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0513,Monthong,2023-03-25,Healthy,Healthy,None,89.22,31.2,77,30.6,8.7,12.553882,108.504464,2026-04-26T00:00:00
INSP01537,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0489,Ri6,2019-05-31,Healthy,Healthy,None,88.01,32.9,84,87.4,3.6,12.994317,107.975441,2026-05-15T00:00:00
INSP01538,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0856,Monthong,2024-10-24,Healthy,Healthy,None,87.38,33.5,82,72.8,19.4,12.574626,107.964382,2026-01-27T00:00:00
INSP01539,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone A,TREE-0296,Ri6,2017-07-15,Diseased,Sooty Mold,High,88.04,29.2,57,45.0,18.8,13.084882,108.755354,2026-06-07T00:00:00
INSP01540,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0031,Dona,2018-08-26,Monitoring,Pink Disease,High,88.22,34.5,91,95.4,0.3,13.197819,108.690483,2026-05-30T00:00:00
INSP01541,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0063,Ri6,2022-12-01,Healthy,Healthy,None,80.5,22.9,84,106.0,15.2,13.145114,108.606223,2026-03-10T00:00:00
INSP01542,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone A,TREE-0910,Ri6,2022-12-22,Healthy,Healthy,None,80.21,22.4,92,23.8,3.7,13.084592,107.98354,2026-02-19T00:00:00
INSP01543,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone A,TREE-0884,Dona,2022-06-14,Healthy,Healthy,None,83.18,25.6,83,52.0,4.8,12.888645,108.339931,2026-05-28T00:00:00
